track_id,bias_tolerance,gt_family,cluster_id,cluster_width_m,n_beams,reference_beam_id,reference_date,coast_slope_sign,center_lat,center_lon,elev_avg,first_date,last_date,TemporalSpan_days,ClusterTemporalSpanYears,initial_cycles,used_cycles,used_cycles_cluster,angle_mean_deg,angle_median_deg,angle_mode_deg,angle_used_mean_deg,angle_used_median_deg,max_abs_gie,mean_abs_gie,U_position_m,U_NSM_measured_m,U_EPR_measured_myr,U_NSM_corrected_m,U_EPR_corrected_myr,NSM_measured,SCE_measured,EPR_measured,LRR_measured,LR2_measured,LSE_measured,LCI_measured,ValidRegression_measured,NSM_corrected,SCE_corrected,EPR_corrected,LRR_corrected,LR2_corrected,LSE_corrected,LCI_corrected,ValidRegression_corrected,track_id_str,n_cycles_removed,flagged_dates,NSM_flagged,EPR_flagged,LRR_flagged,LR2_flagged,LSE_flagged,LCI_flagged,flag_status
167,0.4,gt2,1,109.45,11,sliderule_0167_gt2l_cyc03_20190409,2019-04-09 00:00:00,-1,70.01766472255777,-142.65370771220805,6.422517139001742,2019-04-09 00:00:00,2025-03-27 00:00:00,2179.0,5.97,17,17,11,60.08,60.08,62.5,60.08,60.08,52.337,11.822,4.8,6.79,1.14,6.79,1.14,31.0,62.0,5.12,-1.94,0.04,20.52,7.41,True,-22.0,25.0,-3.65,-3.02,0.54,5.78,2.09,True,0167,2,2022-04-03;2023-04-01,-22.0,-3.69,-3.21,0.86,3.05,1.16,flagged
167,0.4,gt2,2,110.46,11,sliderule_0167_gt2r_cyc03_20190409,2019-04-09 00:00:00,-1,70.01765815269785,-142.65371706131913,6.525874811199824,2019-04-09 00:00:00,2025-03-27 00:00:00,2179.0,5.97,17,17,11,60.06,60.05,62.5,60.064,60.05,63.808,17.035,4.8,6.79,1.14,6.79,1.14,-15.0,64.0,-2.47,-6.51,0.27,22.24,8.03,True,-15.0,25.0,-2.49,-2.63,0.43,6.26,2.26,True,0167,3,2022-04-03;2022-12-31;2021-01-03,-15.0,-2.51,-2.29,0.88,2.12,0.86,flagged
167,0.4,gt3,3,41.81,8,sliderule_0167_gt3l_cyc03_20190409,2019-04-09 00:00:00,-1,70.03705499789153,-142.73168141589036,5.07893080961293,2019-04-09 00:00:00,2023-12-29 00:00:00,1725.0,4.72,15,15,8,61.41,61.4,62.5,61.41,61.4,14.899,4.695,4.8,6.79,1.44,6.79,1.44,-7.0,24.0,-1.57,0.02,0.0,7.81,4.26,True,-8.0,14.0,-1.76,-1.91,0.51,3.46,1.88,True,0167,3,2023-07-01;2022-01-02;2023-12-29,-2.0,-0.5,-0.58,0.67,0.76,0.75,flagged
167,0.4,gt3,6,31.31,7,sliderule_0167_gt3l_cyc03_20190409,2019-04-09 00:00:00,-1,70.0370496816745,-142.73154941749428,5.034556524285503,2019-04-09 00:00:00,2023-12-29 00:00:00,1725.0,4.72,15,15,7,61.41,61.4,62.5,61.411,61.4,9.764,3.237,4.8,6.79,1.44,6.79,1.44,-7.0,11.0,-1.57,-1.32,0.41,3.02,1.83,True,-8.0,14.0,-1.76,-2.37,0.75,2.58,1.56,True,0167,3,2023-07-01;2022-01-02;2023-12-29,-3.0,-1.01,-0.99,0.99,0.18,0.34,flagged
228,0.4,gt3,8,45.31,7,sliderule_0228_gt3l_cyc06_20200110,2020-01-10 00:00:00,1,70.08683026207365,-143.4920743184554,2.4058968698541854,2020-01-10 00:00:00,2025-12-29 00:00:00,2180.0,5.97,13,13,7,74.01,74.02,72.5,74.009,74.02,10.119,3.108,4.8,6.79,1.14,6.79,1.14,-3.0,17.0,-0.53,-0.73,0.09,6.04,2.67,True,-2.0,12.0,-0.29,-0.67,0.15,4.16,1.83,True,0228,2,2021-01-07;2023-04-05,-2.0,-0.34,-0.25,0.11,2.26,1.31,flagged
228,0.4,gt3,9,121.7,7,sliderule_0228_gt3r_cyc06_20200110,2020-01-10 00:00:00,1,70.08688545741799,-143.49337868635848,2.3370630123164053,2020-01-10 00:00:00,2025-12-29 00:00:00,2180.0,5.97,13,13,7,74.69,74.02,72.5,74.693,74.02,26.21,5.782,4.8,6.79,1.14,6.79,1.14,-5.0,41.0,-0.86,-2.62,0.2,13.66,6.03,True,-5.0,13.0,-0.84,-1.62,0.58,3.58,1.58,True,0228,0,,-5.0,-0.84,-1.65,0.57,3.71,1.64,no_outlier_detected
228,0.6,gt2,2,101.05,10,sliderule_0228_gt2r_cyc05_20191011,2019-10-11 00:00:00,1,70.09009030614138,-143.40580590529632,2.1805739825022536,2019-10-11 00:00:00,2025-12-29 00:00:00,2271.0,6.22,16,16,10,66.41,66.3,67.5,66.405,66.3,42.427,9.799,4.8,6.79,1.09,6.79,1.09,13.0,76.0,2.12,-1.56,0.03,20.7,7.1,True,13.0,43.0,2.17,1.09,0.03,13.69,4.69,True,0228,3,2022-07-06;2020-07-10;2019-10-11,-3.0,-0.5,-0.56,0.09,4.75,2.1,flagged
236,0.6,gt1,1,127.76,9,sliderule_0236_gt1r_cyc06_20200111,2020-01-11 00:00:00,1,70.32530102194684,-160.93960809468996,9.7586955418621,2020-01-11 00:00:00,2025-07-01 00:00:00,1998.0,5.47,17,17,9,70.36,70.05,72.5,70.356,70.05,39.93,25.21,4.8,6.79,1.24,6.79,1.24,-46.0,46.0,-8.38,-4.87,0.41,11.93,5.19,True,-17.0,20.0,-3.19,-1.4,0.2,5.77,2.51,True,0236,2,2025-04-01;2025-07-01,-10.0,-2.01,-1.38,0.48,2.68,1.65,flagged
236,0.6,gt1,3,113.76,8,sliderule_0236_gt1l_cyc11_20210409,2021-04-09 00:00:00,1,70.32518894331383,-160.94222104625422,9.190416642176023,2021-04-09 00:00:00,2025-04-01 00:00:00,1453.0,3.98,17,17,8,77.24,74.89,72.5,77.244,74.89,23.759,10.257,4.8,6.79,1.71,6.79,1.71,-44.0,73.0,-11.01,-6.07,0.08,30.28,19.91,True,-20.0,53.0,-5.03,-1.35,0.01,24.0,15.78,True,0236,0,,-20.0,-5.03,-1.37,0.01,23.94,15.74,no_outlier_detected
236,0.6,gt1,4,57.56,5,sliderule_0236_gt1l_cyc06_20200111,2020-01-11 00:00:00,1,70.325311433858,-160.93949165623,9.810887859056065,2020-01-11 00:00:00,2025-07-01 00:00:00,1998.0,5.47,17,17,5,69.38,68.34,67.5,69.374,68.34,23.506,10.395,4.8,6.79,1.24,6.79,1.24,-14.0,31.0,-2.56,-1.68,0.12,12.85,8.45,True,-18.0,18.0,-3.25,-2.41,0.75,3.93,2.58,True,0236,1,2024-04-03,-17.0,-3.11,-2.64,0.93,2.34,2.15,flagged
236,0.6,gt3,9,38.4,3,sliderule_0236_gt3r_cyc11_20210409,2021-04-09 00:00:00,1,70.36416707531338,-160.77985403331328,6.2550071953058435,2021-04-09 00:00:00,2024-04-03 00:00:00,1090.0,2.98,20,19,3,69.19,70.11,72.5,69.193,70.11,17.189,6.168,4.8,6.79,2.27,6.79,2.27,1.0,22.0,0.34,-2.46,0.1,16.49,92.64,True,2.0,6.0,0.78,0.06,0.0,4.23,23.76,True,0236,0,,2.0,0.78,0.06,0.0,4.23,23.76,insufficient_data_for_flagging
236,0.6,gt3,10,7.18,5,sliderule_0236_gt3l_cyc06_20200111,2020-01-11 00:00:00,1,70.36415235522199,-160.78051678990371,5.786125666074232,2020-01-11 00:00:00,2024-01-03 00:00:00,1453.0,3.98,20,19,5,66.36,66.37,67.5,66.364,66.37,1.564,0.942,4.8,6.79,1.71,6.79,1.71,-11.0,18.0,-2.78,-1.94,0.2,6.54,7.06,True,-10.0,15.0,-2.44,-1.72,0.22,5.48,5.91,True,0236,1,2024-01-03,0.0,0.0,0.61,0.1,2.9,5.52,flagged
236,0.6,gt3,11,49.71,4,sliderule_0236_gt3l_cyc11_20210409,2021-04-09 00:00:00,1,70.3641156450413,-160.78171357584827,5.096646215140323,2021-04-09 00:00:00,2025-07-01 00:00:00,1544.0,4.23,20,19,4,53.71,51.52,52.5,53.715,51.52,19.323,9.397,4.8,6.79,1.61,6.79,1.61,12.0,41.0,2.74,-1.68,0.04,20.85,25.9,True,-4.0,10.0,-0.94,-1.86,0.58,3.84,4.77,True,0236,0,,-4.0,-0.95,-1.8,0.6,3.59,4.46,no_outlier_detected
236,0.6,gt3,12,80.25,6,sliderule_0236_gt3l_cyc14_20220106,2022-01-06 00:00:00,1,70.3639866404931,-160.78359962051664,4.011961327658692,2022-01-06 00:00:00,2025-04-01 00:00:00,1181.0,3.23,20,19,6,50.38,48.74,47.5,50.375,48.735,39.527,14.952,4.8,6.79,2.1,6.79,2.1,-41.0,45.0,-12.65,-13.18,0.73,10.76,11.0,True,-1.0,12.0,-0.43,-0.03,0.0,5.38,5.5,True,0236,0,,-1.0,-0.31,0.11,0.0,5.45,5.57,no_outlier_detected
236,0.6,gt3,14,17.42,4,sliderule_0236_gt3l_cyc14_20220106,2022-01-06 00:00:00,1,70.36401460662445,-160.78276320746508,4.097799325759167,2022-01-06 00:00:00,2024-01-03 00:00:00,727.0,1.99,20,19,4,48.72,48.19,47.5,48.717,48.19,12.242,4.897,4.8,6.79,3.41,6.79,3.41,-14.0,18.0,-7.09,-3.83,0.2,8.5,23.6,True,-12.0,12.0,-6.19,-5.65,0.95,1.35,3.74,True,0236,0,,-12.0,-6.03,-5.6,0.97,1.17,3.24,no_outlier_detected
236,0.6,gt3,16,9.85,6,sliderule_0236_gt3l_cyc06_20200111,2020-01-11 00:00:00,1,70.36398517615784,-160.78043233622213,5.79508464056509,2020-01-11 00:00:00,2024-01-03 00:00:00,1453.0,3.98,20,19,6,66.41,66.37,67.5,66.412,66.37,2.205,1.153,4.8,6.79,1.71,6.79,1.71,-11.0,18.0,-2.78,-2.07,0.26,5.69,4.89,True,-10.0,15.0,-2.44,-2.17,0.33,5.02,4.31,True,0236,0,,-10.0,-2.51,-2.22,0.34,4.97,4.27,no_outlier_detected
244,0.5,gt1,1,119.71,11,sliderule_0244_gt1l_cyc06_20200111,2020-01-11 00:00:00,1,70.28473649512448,-161.15186398250103,2.816647108514698,2020-01-11 00:00:00,2025-09-30 00:00:00,2089.0,5.72,16,16,11,58.73,61.23,62.5,58.735,61.23,94.871,32.534,4.8,6.79,1.19,6.79,1.19,-28.0,79.0,-4.97,-7.36,0.29,25.52,8.58,True,-10.0,45.0,-1.67,0.38,0.0,13.72,4.61,True,0244,3,2025-04-01;2025-07-01;2023-01-05,-9.0,-1.57,-2.49,0.67,4.16,1.73,flagged
244,0.6,gt2,4,9.08,9,sliderule_0244_gt2r_cyc06_20200111,2020-01-11 00:00:00,1,70.25959805322688,-161.24918969622297,4.831400023923123,2020-01-11 00:00:00,2025-09-30 00:00:00,2089.0,5.72,16,16,9,51.7,51.71,52.5,51.703,51.71,5.933,2.402,4.8,6.79,1.19,6.79,1.19,-10.0,17.0,-1.7,-2.33,0.71,3.71,1.32,True,-4.0,13.0,-0.66,-1.43,0.46,3.92,1.39,True,0244,3,2024-01-03;2025-01-01;2025-04-01,-3.0,-0.52,-0.54,0.5,1.54,0.75,flagged
244,0.6,gt2,5,10.19,10,sliderule_0244_gt2r_cyc06_20200111,2020-01-11 00:00:00,1,70.25955113228119,-161.24919692702065,4.837909602667824,2020-01-11 00:00:00,2025-09-30 00:00:00,2089.0,5.72,16,16,10,51.71,51.71,52.5,51.707,51.71,5.933,2.301,4.8,6.79,1.19,6.79,1.19,-10.0,23.0,-1.7,-2.16,0.41,6.12,2.12,True,-4.0,17.0,-0.66,-1.31,0.26,5.2,1.8,True,0244,3,2023-10-04;2024-01-03;2025-01-01,-3.0,-0.52,-0.99,0.45,3.08,1.26,flagged
281,0.6,gt2,1,119.56,6,sliderule_0281_gt2l_cyc05_20191015,2019-10-15 00:00:00,-1,70.13358439193973,-143.6513466022211,10.29742058632744,2019-10-15 00:00:00,2025-01-03 00:00:00,1907.0,5.22,16,16,6,83.63,84.29,82.5,83.632,84.295,15.427,3.591,4.8,6.79,1.3,6.79,1.3,-2.0,5.0,-0.34,-0.02,0.0,2.24,1.41,True,-1.0,16.0,-0.13,-1.28,0.17,6.14,3.87,True,0281,1,2024-10-04,-1.0,-0.19,-0.17,0.07,1.46,1.15,flagged
281,0.6,gt2,2,32.31,5,sliderule_0281_gt2l_cyc11_20210412,2021-04-12 00:00:00,-1,70.13372531960526,-143.64802561167215,8.98749302984489,2021-04-12 00:00:00,2025-07-04 00:00:00,1544.0,4.23,16,16,5,84.33,84.34,82.5,84.33,84.34,3.189,2.007,4.8,6.79,1.61,6.79,1.61,-6.0,9.0,-1.34,-0.78,0.18,3.56,3.06,True,-3.0,6.0,-0.77,-0.5,0.17,2.39,2.05,True,0281,1,2021-04-12,2.0,0.57,0.51,0.66,0.68,1.1,flagged
281,0.6,gt2,7,41.61,6,sliderule_0281_gt2r_cyc05_20191015,2019-10-15 00:00:00,-1,70.13370548900139,-143.6481376518965,9.03017472447119,2019-10-15 00:00:00,2025-07-04 00:00:00,2089.0,5.72,16,16,6,84.35,84.34,82.5,84.353,84.345,4.1,2.432,4.8,6.79,1.19,6.79,1.19,-6.0,9.0,-1.05,-1.17,0.45,3.26,1.79,True,-3.0,6.0,-0.47,-0.66,0.39,2.12,1.16,True,0281,0,,-2.0,-0.35,-0.58,0.29,2.28,1.25,no_outlier_detected
342,0.6,gt3,14,60.71,4,sliderule_0342_gt3l_cyc06_20200118,2020-01-18 00:00:00,1,70.02962469887083,-144.30120870474698,2.862670125277581,2020-01-18 00:00:00,2024-04-10 00:00:00,1544.0,4.23,19,18,4,80.81,80.8,82.5,80.81,80.8,5.486,2.825,4.8,6.79,1.61,6.79,1.61,4.0,7.0,0.89,0.25,0.02,4.06,5.5,True,0.0,5.0,-0.1,-0.15,0.01,3.52,4.77,True,0342,0,,0.0,0.0,-0.06,0.0,3.53,4.79,no_outlier_detected
350,0.4,gt1,1,119.17,11,sliderule_0350_gt1l_cyc03_20190421,2019-04-21 00:00:00,1,69.96177173949019,-144.92372566647012,5.748648506154671,2019-04-21 00:00:00,2024-04-10 00:00:00,1816.0,4.97,19,19,11,83.5,82.35,82.5,83.501,82.35,2.477,1.237,4.8,6.79,1.37,6.79,1.37,-4.0,23.0,-0.79,-0.14,0.0,7.14,3.2,True,-4.0,18.0,-0.87,-0.58,0.02,6.42,2.87,True,0350,3,2021-04-16;2021-01-15;2020-10-17,-4.0,-0.8,-1.7,0.34,4.51,2.34,flagged
350,0.4,gt1,2,121.73,11,sliderule_0350_gt1r_cyc03_20190421,2019-04-21 00:00:00,1,69.9617754919245,-144.92375931933572,5.684637487461213,2019-04-21 00:00:00,2024-04-10 00:00:00,1816.0,4.97,19,19,11,88.07,88.63,87.5,88.068,88.63,14.751,1.528,4.8,6.79,1.37,6.79,1.37,-22.0,31.0,-4.46,-1.48,0.06,9.84,4.41,True,-22.0,31.0,-4.5,-1.79,0.11,8.42,3.77,True,0350,1,2019-04-21,2.0,0.47,1.16,0.17,3.81,2.07,flagged
403,0.1,gt2,1,8.06,3,sliderule_0403_gt2l_cyc03_20190424,2019-04-24 00:00:00,-1,69.99013028480867,-145.15565938659103,2.206563487497045,2019-04-24 00:00:00,2025-01-11 00:00:00,2089.0,5.72,8,7,3,67.37,67.4,67.5,67.37,67.4,3.723,1.647,4.8,6.79,1.19,6.79,1.19,-11.0,11.0,-1.89,-1.88,0.9,2.48,7.78,True,-15.0,15.0,-2.54,-2.53,0.92,3.07,9.64,True,0403,0,,-15.0,-2.54,-2.53,0.92,3.07,9.64,insufficient_data_for_flagging
427,0.3,gt2,5,12.33,6,sliderule_0427_gt2l_cyc03_20190426,2019-04-26 00:00:00,1,68.97447541174402,-164.03821077244962,12.012480505235764,2019-04-26 00:00:00,2024-10-14 00:00:00,1998.0,5.47,17,17,6,57.47,57.51,57.5,57.473,57.505,6.624,2.504,4.8,6.79,1.24,6.79,1.24,-18.0,18.0,-3.34,-2.61,0.81,3.21,1.77,True,-17.0,17.0,-3.03,-2.53,0.61,5.03,2.78,True,0427,1,2023-04-18,-16.0,-2.92,-3.02,0.85,3.54,2.35,flagged
427,0.3,gt2,9,16.92,6,sliderule_0427_gt2l_cyc03_20190426,2019-04-26 00:00:00,1,68.97442486988179,-164.0383020432079,11.956693322317234,2019-04-26 00:00:00,2024-10-14 00:00:00,1998.0,5.47,17,17,6,57.51,57.51,57.5,57.51,57.505,5.769,2.189,4.8,6.79,1.24,6.79,1.24,-18.0,18.0,-3.34,-2.53,0.65,4.4,2.58,True,-17.0,20.0,-3.03,-1.87,0.29,7.03,4.12,True,0427,3,2022-04-20;2023-04-18;2020-10-22,-16.0,-2.92,-2.88,1.0,0.41,1.21,flagged
427,0.6,gt1,1,22.97,4,sliderule_0427_gt1l_cyc05_20191024,2019-10-24 00:00:00,1,68.99017465794456,-163.95109441997377,28.44155760740363,2019-10-24 00:00:00,2024-10-14 00:00:00,1817.0,4.97,13,13,4,51.52,51.75,52.5,51.515,51.75,19.57,9.315,4.8,6.79,1.36,6.79,1.36,6.0,15.0,1.25,0.7,0.05,8.51,9.29,True,-13.0,21.0,-2.68,-2.68,0.44,8.4,9.17,True,0427,0,,-13.0,-2.61,-2.6,0.42,8.47,9.25,no_outlier_detected
427,0.6,gt1,3,8.22,3,sliderule_0427_gt1r_cyc06_20200123,2020-01-23 00:00:00,1,68.99017474996568,-163.9533544774278,22.00093577615726,2020-01-23 00:00:00,2023-04-18 00:00:00,1181.0,3.23,13,13,3,54.83,54.85,52.5,54.833,54.85,5.453,1.908,4.8,6.79,2.1,6.79,2.1,0.0,10.0,0.04,1.05,0.09,7.81,41.47,True,0.0,15.0,-0.05,1.51,0.08,12.02,63.79,True,0427,0,,0.0,-0.05,1.51,0.08,12.02,63.79,insufficient_data_for_flagging
427,0.6,gt1,4,12.92,3,sliderule_0427_gt1r_cyc05_20191024,2019-10-24 00:00:00,1,68.99028297156163,-163.95369904313998,21.08895122022818,2019-10-24 00:00:00,2022-01-19 00:00:00,818.0,2.24,13,13,3,54.81,54.81,52.5,54.813,54.81,9.137,3.549,4.8,6.79,3.03,6.79,3.03,-14.0,23.0,-6.13,-8.05,0.64,9.95,76.05,True,-5.0,22.0,-2.05,-4.8,0.24,14.3,109.28,True,0427,0,,-5.0,-2.05,-4.8,0.24,14.3,109.28,insufficient_data_for_flagging
427,0.6,gt1,6,6.76,3,sliderule_0427_gt1r_cyc05_20191024,2019-10-24 00:00:00,1,68.99031964854436,-163.9534888161876,21.425146984993276,2019-10-24 00:00:00,2021-07-21 00:00:00,636.0,1.74,13,13,3,54.81,54.81,52.5,54.813,54.81,3.165,1.558,4.8,6.79,3.9,6.79,3.9,-23.0,33.0,-13.47,-16.57,0.83,9.96,95.12,True,-22.0,29.0,-12.61,-14.91,0.88,7.41,70.74,True,0427,0,,-22.0,-12.61,-14.91,0.88,7.41,70.74,insufficient_data_for_flagging
434,0.3,gt2,5,27.65,3,sliderule_0434_gt2l_cyc19_20230418,2023-04-18 00:00:00,1,70.89337727492271,-157.70271539817048,11.91852844498576,2023-04-18 00:00:00,2024-10-14 00:00:00,545.0,1.49,18,18,3,53.62,53.26,52.5,53.617,53.26,21.182,9.17,4.8,6.79,4.55,6.79,4.55,-10.0,19.0,-6.92,-9.61,0.65,7.93,89.05,True,-17.0,17.0,-11.16,-8.64,0.63,7.41,83.25,True,0434,0,,-17.0,-11.16,-8.64,0.63,7.41,83.25,insufficient_data_for_flagging
434,0.3,gt2,6,55.07,5,sliderule_0434_gt2l_cyc10_20210121,2021-01-21 00:00:00,1,70.89357556558642,-157.69859417062156,13.479105190645686,2021-01-21 00:00:00,2022-07-20 00:00:00,545.0,1.49,18,18,5,53.54,52.84,52.5,53.542,52.84,29.437,10.003,4.8,6.79,4.55,6.79,4.55,-10.0,68.0,-6.42,-23.48,0.3,26.81,66.26,True,-5.0,33.0,-3.08,-8.74,0.19,13.36,33.02,True,0434,1,2021-01-21,-5.0,-3.08,-8.74,0.19,13.36,33.02,flagged
434,0.6,gt3,7,133.22,8,sliderule_0434_gt3r_cyc06_20200124,2020-01-24 00:00:00,1,70.91650202607376,-157.61485528992424,22.02980871159086,2020-01-24 00:00:00,2025-07-14 00:00:00,1998.0,5.47,16,16,8,59.59,60.1,62.5,59.591,60.105,77.822,44.823,4.8,6.79,1.24,6.79,1.24,-96.0,96.0,-17.51,-8.69,0.2,33.19,17.31,True,-18.0,31.0,-3.28,-2.86,0.23,10.08,5.26,True,0434,0,,-18.0,-3.29,-2.87,0.23,10.2,5.32,no_outlier_detected
434,0.6,gt3,9,127.5,5,sliderule_0434_gt3l_cyc10_20210121,2021-01-21 00:00:00,1,70.91627809715901,-157.6200476155849,22.637150725024025,2021-01-21 00:00:00,2023-07-18 00:00:00,908.0,2.49,16,16,5,72.77,69.92,67.5,72.774,69.92,46.591,17.312,4.8,6.79,2.73,6.79,2.73,-45.0,62.0,-18.0,-24.59,0.7,18.5,29.32,True,-6.0,15.0,-2.6,-4.48,0.53,4.88,7.73,True,0434,0,,-6.0,-2.41,-4.35,0.51,4.98,7.89,no_outlier_detected
442,0.3,gt1,1,32.75,8,sliderule_0442_gt1l_cyc06_20200124,2020-01-24 00:00:00,1,70.94306903141252,-157.52079523382596,12.85324688944407,2020-01-24 00:00:00,2025-01-14 00:00:00,1817.0,4.97,16,16,8,46.61,46.59,47.5,46.612,46.59,31.255,16.468,4.8,6.79,1.36,6.79,1.36,2.0,22.0,0.4,1.08,0.04,8.76,5.22,True,-10.0,12.0,-2.07,-1.76,0.47,3.1,1.85,True,0442,3,2020-01-24;2023-04-19;2023-07-19,0.0,0.0,-0.06,0.02,0.63,0.78,flagged
442,0.3,gt1,2,16.43,5,sliderule_0442_gt1r_cyc14_20220120,2022-01-20 00:00:00,1,70.94316480584308,-157.5231416924641,12.024631954197996,2022-01-20 00:00:00,2025-01-14 00:00:00,1090.0,2.98,16,16,5,53.45,55.63,57.5,53.454,55.63,14.104,4.864,4.8,6.79,2.27,6.79,2.27,-15.0,21.0,-4.93,-2.81,0.17,8.09,11.37,True,-16.0,17.0,-5.37,-4.9,0.46,6.98,9.82,True,0442,0,,-16.0,-5.36,-4.82,0.45,6.93,9.75,no_outlier_detected
442,0.3,gt1,5,14.8,4,sliderule_0442_gt1r_cyc14_20220120,2022-01-20 00:00:00,1,70.94315597667367,-157.52312210215305,12.048279375780377,2022-01-20 00:00:00,2025-01-14 00:00:00,1090.0,2.98,16,16,4,52.23,52.77,47.5,52.23,52.77,14.104,5.803,4.8,6.79,2.27,6.79,2.27,-15.0,21.0,-4.93,-3.09,0.2,9.72,18.95,True,-16.0,17.0,-5.37,-4.64,0.43,8.36,16.29,True,0442,0,,-16.0,-5.36,-4.58,0.42,8.32,16.23,no_outlier_detected
442,0.5,gt2,7,106.53,10,sliderule_0442_gt2r_cyc05_20191025,2019-10-25 00:00:00,1,70.9150482464982,-157.62287048965896,23.190728267185104,2019-10-25 00:00:00,2025-01-14 00:00:00,1908.0,5.22,14,14,10,52.59,55.17,57.5,52.594,55.17,72.969,37.423,4.8,6.79,1.3,6.79,1.3,66.0,77.0,12.57,3.01,0.03,32.42,14.0,True,3.0,18.0,0.53,0.89,0.07,6.06,2.62,True,0442,0,,2.0,0.38,0.82,0.06,6.13,2.65,no_outlier_detected
488,0.5,gt1,1,33.38,7,sliderule_0488_gt1l_cyc03_20190430,2019-04-30 00:00:00,1,68.89802450780705,-164.76101669816896,28.50000993128592,2019-04-30 00:00:00,2024-10-18 00:00:00,1998.0,5.47,12,12,7,77.18,77.18,77.5,77.174,77.18,7.041,3.304,4.8,6.79,1.24,6.79,1.24,1.0,9.0,0.2,0.68,0.24,2.94,1.4,True,-5.0,11.0,-0.87,-0.33,0.03,4.63,2.21,True,0488,3,2024-04-19;2023-04-22;2024-10-18,-7.0,-1.34,-1.3,0.99,0.39,0.4,flagged
488,0.6,gt2,9,15.61,3,sliderule_0488_gt2r_cyc06_20200127,2020-01-27 00:00:00,1,68.89375754891934,-164.8461534855701,11.62649209203594,2020-01-27 00:00:00,2025-07-17 00:00:00,1998.0,5.47,14,13,3,80.55,80.55,82.5,80.55,80.55,2.234,0.928,4.8,6.79,1.24,6.79,1.24,-10.0,12.0,-1.83,-1.83,0.61,5.64,18.54,True,-9.0,9.0,-1.73,-1.73,0.78,3.59,11.81,True,0488,0,,-9.0,-1.73,-1.73,0.78,3.59,11.81,insufficient_data_for_flagging
488,0.6,gt2,10,6.57,3,sliderule_0488_gt2r_cyc19_20230422,2023-04-22 00:00:00,1,68.89373322059726,-164.84649044773124,12.028243042992948,2023-04-22 00:00:00,2024-10-18 00:00:00,545.0,1.49,14,13,3,80.56,80.56,82.5,80.557,80.56,1.265,0.466,4.8,6.79,4.55,6.79,4.55,-13.0,15.0,-8.39,-6.77,0.39,9.02,106.66,True,-13.0,14.0,-8.48,-7.03,0.47,8.08,95.52,True,0488,0,,-13.0,-8.48,-7.03,0.47,8.08,95.52,insufficient_data_for_flagging
488,0.6,gt2,11,24.19,6,sliderule_0488_gt2r_cyc06_20200127,2020-01-27 00:00:00,1,68.89374969924337,-164.84626229762483,11.827367567514443,2020-01-27 00:00:00,2025-07-17 00:00:00,1998.0,5.47,14,13,6,80.55,80.56,82.5,80.553,80.555,2.234,1.2,4.8,6.79,1.24,6.79,1.24,-10.0,22.0,-1.83,-1.06,0.07,8.69,5.57,True,-9.0,22.0,-1.73,-0.78,0.03,9.06,5.81,True,0488,1,2024-04-19,-9.0,-1.65,-1.37,0.16,7.68,5.77,flagged
488,0.6,gt2,12,3.68,3,sliderule_0488_gt2l_cyc03_20190430,2019-04-30 00:00:00,1,68.89378570402455,-164.84408071077831,7.668099934559696,2019-04-30 00:00:00,2024-07-19 00:00:00,1907.0,5.22,14,13,3,80.53,80.56,82.5,80.533,80.56,0.591,0.334,4.8,6.79,1.3,6.79,1.3,-13.0,13.0,-2.57,-2.51,1.0,0.56,1.79,True,-14.0,14.0,-2.69,-2.6,0.99,0.81,2.57,True,0488,0,,-14.0,-2.69,-2.6,0.99,0.81,2.57,insufficient_data_for_flagging
495,0.4,gt1,1,163.32,7,sliderule_0495_gt1l_cyc03_20190430,2019-04-30 00:00:00,-1,70.79197074671146,-158.5295143033416,7.028400943645324,2019-04-30 00:00:00,2025-01-17 00:00:00,2089.0,5.72,19,19,7,87.27,85.79,87.5,87.269,85.79,2.636,1.103,4.8,6.79,1.19,6.79,1.19,-15.0,31.0,-2.64,-0.79,0.03,10.44,5.64,True,-15.0,31.0,-2.6,-0.99,0.04,10.6,5.73,True,0495,3,2020-10-26;2023-04-22;2022-01-23,-14.0,-2.45,-2.54,0.99,0.79,0.78,flagged
495,0.4,gt1,2,54.53,5,sliderule_0495_gt1l_cyc06_20200128,2020-01-28 00:00:00,-1,70.79215057909727,-158.52543321558247,6.741766163106524,2020-01-28 00:00:00,2025-01-17 00:00:00,1816.0,4.97,19,19,5,85.65,85.71,87.5,85.646,85.71,4.102,1.814,4.8,6.79,1.37,6.79,1.37,-1.0,21.0,-0.18,0.48,0.01,10.36,7.76,True,-2.0,25.0,-0.41,0.21,0.0,12.31,9.22,True,0495,2,2021-04-26;2024-01-20,-2.0,-0.4,-0.43,0.96,0.31,1.05,flagged
495,0.4,gt1,4,51.7,3,sliderule_0495_gt1r_cyc06_20200128,2020-01-28 00:00:00,1,70.79224555954808,-158.52163306049678,5.673562271347298,2020-01-28 00:00:00,2022-10-23 00:00:00,999.0,2.74,19,19,3,76.98,77.05,77.5,76.98,77.05,11.942,4.026,4.8,6.79,2.48,6.79,2.48,-18.0,19.0,-6.47,-6.99,0.82,6.42,41.7,True,-30.0,31.0,-10.83,-11.65,0.84,10.03,65.1,True,0495,0,,-30.0,-10.83,-11.65,0.84,10.03,65.1,insufficient_data_for_flagging
