track_id,gt_family,cluster_id,side,center_lat,center_lon,n_beams,NSM,SCE,EPR,LRR,LR2,LSE,LCI,TemporalSpan_days,ClusterTemporalSpanYears,ValidRegression,U_position_m,U_NSM_m,U_EPR_myr,first_date,last_date,initial_cycles,used_cycles
1006,gt1,L,L,70.79174808685023,-158.8751757527424,11,-47.0,47.0,-6.98,-2.92,0.24,12.02,3.94,2452.0,6.71,True,4.8,6.79,1.01,2019-03-04 00:00:00,2025-11-19 00:00:00,11,11
1006,gt1,R,R,70.79181977116949,-158.87675646013713,9,-35.0,38.0,-5.23,-2.73,0.26,10.72,4.13,2452.0,6.71,True,4.8,6.79,1.01,2019-03-04 00:00:00,2025-11-19 00:00:00,9,9
1006,gt2,L,L,70.7984011113072,-158.96153061246,11,214.0,228.0,31.93,15.74,0.23,61.36,21.76,2452.0,6.71,True,4.8,6.79,1.01,2019-03-04 00:00:00,2025-11-19 00:00:00,11,11
1006,gt2,R,R,70.79849313173041,-158.9636569954147,10,236.0,246.0,35.09,17.8,0.23,71.13,26.34,2452.0,6.71,True,4.8,6.79,1.01,2019-03-04 00:00:00,2025-11-19 00:00:00,10,10
1006,gt3,L,L,70.81322393364634,-159.04448778580274,9,1.0,12.0,0.22,-0.78,0.1,4.76,2.11,2089.0,5.72,True,4.8,6.79,1.19,2020-03-01 00:00:00,2025-11-19 00:00:00,9,9
1006,gt3,R,R,70.8133137769979,-159.0465080536515,9,15.0,56.0,2.3,-1.91,0.06,16.98,6.53,2452.0,6.71,True,4.8,6.79,1.01,2019-03-04 00:00:00,2025-11-19 00:00:00,9,9
1021,gt2,L,L,70.91654126960951,-153.20519472870134,8,-196.0,196.0,-39.49,-28.97,0.74,33.03,17.14,1816.0,4.97,True,4.8,6.79,1.37,2019-03-05 00:00:00,2024-02-23 00:00:00,8,8
1021,gt2,R,R,70.91661129845517,-153.2069312606127,7,-210.0,210.0,-42.23,-28.56,0.67,39.72,23.27,1816.0,4.97,True,4.8,6.79,1.37,2019-03-05 00:00:00,2024-02-23 00:00:00,7,7
1028,gt1,L,L,70.18556674117951,-147.39405825909637,10,97.0,99.0,14.44,11.43,0.5,25.76,9.3,2452.0,6.71,True,4.8,6.79,1.01,2019-03-05 00:00:00,2025-11-20 00:00:00,10,10
1028,gt1,R,R,70.18564724315542,-147.3921183788649,9,-326.0,356.0,-48.57,-20.48,0.16,109.95,41.27,2452.0,6.71,True,4.8,6.79,1.01,2019-03-05 00:00:00,2025-11-20 00:00:00,9,9
1044,gt1,L,L,68.89361129316347,-164.8423227581573,9,-57.0,78.0,-10.05,-7.17,0.34,19.91,8.97,2089.0,5.72,True,4.8,6.79,1.19,2019-06-05 00:00:00,2025-02-22 00:00:00,9,9
1044,gt1,R,R,68.89371869627857,-164.84021630775564,8,-12.0,16.0,-2.24,-2.5,0.71,3.05,1.58,1998.0,5.47,True,4.8,6.79,1.24,2019-09-04 00:00:00,2025-02-22 00:00:00,8,8
1044,gt2,L,L,68.89794128962778,-164.76256947592654,8,4.0,12.0,0.73,0.38,0.03,4.17,2.14,1998.0,5.47,True,4.8,6.79,1.24,2019-09-04 00:00:00,2025-02-22 00:00:00,8,8
1044,gt2,R,R,68.89806752791878,-164.76033176208483,9,9.0,11.0,1.66,1.21,0.37,2.93,1.43,1998.0,5.47,True,4.8,6.79,1.24,2019-09-04 00:00:00,2025-02-22 00:00:00,9,9
1044,gt3,L,L,68.90617313816891,-164.6840173836605,10,10.0,21.0,1.9,2.59,0.53,4.38,1.99,1998.0,5.47,True,4.8,6.79,1.24,2019-09-04 00:00:00,2025-02-22 00:00:00,10,10
1044,gt3,R,R,68.90627415417035,-164.68176060085483,8,5.0,21.0,0.95,0.44,0.02,6.86,3.38,1998.0,5.47,True,4.8,6.79,1.24,2019-09-04 00:00:00,2025-02-22 00:00:00,8,8
1051,gt3,L,L,69.86697891817465,-142.27311121531025,9,4.0,25.0,0.94,-0.54,0.01,8.52,4.36,1725.0,4.72,True,4.8,6.79,1.44,2020-06-03 00:00:00,2025-02-22 00:00:00,9,9
1051,gt3,R,R,69.86708775370077,-142.27535699383563,8,-24.0,62.0,-5.02,-6.34,0.37,15.68,8.33,1726.0,4.73,True,4.8,6.79,1.44,2020-03-04 00:00:00,2024-11-24 00:00:00,8,8
1074,gt1,L,L,70.78076929896523,-154.11029835480576,6,-45.0,98.0,-7.22,-7.9,0.31,31.13,16.16,2270.0,6.21,True,4.8,6.79,1.09,2019-09-06 00:00:00,2025-11-23 00:00:00,6,6
1074,gt1,R,R,70.78090084027617,-154.10715601852615,6,-43.0,152.0,-6.87,-12.46,0.42,44.85,20.52,2270.0,6.21,True,4.8,6.79,1.09,2019-09-06 00:00:00,2025-11-23 00:00:00,6,6
1074,gt2,L,L,70.8091477534767,-154.03205261198525,6,-216.0,269.0,-37.7,-16.16,0.16,97.73,51.42,2088.0,5.72,True,4.8,6.79,1.19,2020-03-06 00:00:00,2025-11-23 00:00:00,6,6
1074,gt2,R,R,70.80926917049108,-154.02883536365778,4,-204.0,204.0,-35.65,-28.58,0.71,55.54,55.06,2088.0,5.72,True,4.8,6.79,1.19,2020-03-06 00:00:00,2025-11-23 00:00:00,4,4
1082,gt1,L,L,70.87809501973072,-153.91439983435598,12,-87.0,88.0,-13.39,-12.89,0.82,13.56,4.18,2361.0,6.46,True,4.8,6.79,1.05,2019-06-08 00:00:00,2025-11-24 00:00:00,12,12
1082,gt1,R,R,70.87820537563586,-153.91669708608657,11,-40.0,71.0,-6.39,-9.8,0.79,11.84,3.8,2271.0,6.22,True,4.8,6.79,1.09,2019-09-06 00:00:00,2025-11-24 00:00:00,11,11
1082,gt2,L,L,70.80733240386328,-154.03132174849233,10,-52.0,52.0,-7.98,-4.18,0.36,13.96,4.58,2361.0,6.46,True,4.8,6.79,1.05,2019-06-08 00:00:00,2025-11-24 00:00:00,10,10
1082,gt2,R,R,70.80744602478077,-154.0337822936755,9,-39.0,50.0,-6.83,-5.06,0.5,10.98,4.51,2089.0,5.72,True,4.8,6.79,1.19,2020-03-06 00:00:00,2025-11-24 00:00:00,9,9
1082,gt3,L,L,70.77365122545137,-154.13324210545252,13,-33.0,117.0,-5.16,-2.45,0.04,29.91,8.27,2361.0,6.46,True,4.8,6.79,1.05,2019-06-08 00:00:00,2025-11-24 00:00:00,13,13
1082,gt3,R,R,70.77378464648157,-154.13579360192736,13,-10.0,61.0,-1.66,-1.6,0.05,17.41,4.72,2271.0,6.22,True,4.8,6.79,1.09,2019-09-06 00:00:00,2025-11-24 00:00:00,13,13
1089,gt1,L,L,70.33836171388829,-148.23148730456575,8,-8.0,104.0,-1.32,-7.18,0.26,28.32,11.98,2089.0,5.72,True,4.8,6.79,1.19,2019-06-08 00:00:00,2025-02-25 00:00:00,8,8
1089,gt1,R,R,70.33847557076754,-148.2288591688302,8,-20.0,95.0,-3.51,-1.69,0.01,35.23,14.51,2089.0,5.72,True,4.8,6.79,1.19,2019-09-07 00:00:00,2025-05-27 00:00:00,8,8
1104,gt1,L,L,69.89196626824507,-142.349229063268,10,-151.0,180.0,-28.87,-22.03,0.37,52.73,23.6,1907.0,5.22,True,4.8,6.79,1.3,2019-12-08 00:00:00,2025-02-26 00:00:00,10,10
1104,gt1,R,R,69.89206330812539,-142.34690753337424,9,-67.0,115.0,-12.84,-13.62,0.42,31.14,14.44,1907.0,5.22,True,4.8,6.79,1.3,2019-12-08 00:00:00,2025-02-26 00:00:00,9,9
1112,gt2,L,L,70.05601205744043,-142.90095601940172,8,-122.0,250.0,-23.34,-6.69,0.03,91.65,41.09,1907.0,5.22,True,4.8,6.79,1.3,2019-12-08 00:00:00,2025-02-26 00:00:00,8,8
1112,gt2,R,R,70.0561891432083,-142.90472340620144,8,-229.0,249.0,-46.1,-16.48,0.13,86.12,41.97,1817.0,4.97,True,4.8,6.79,1.36,2019-12-08 00:00:00,2024-11-28 00:00:00,8,8
1112,gt3,L,L,70.05798652898986,-142.9846156784666,9,-15.0,292.0,-2.51,-24.45,0.26,97.9,37.29,2180.0,5.97,True,4.8,6.79,1.14,2019-12-08 00:00:00,2025-11-26 00:00:00,9,9
1112,gt3,R,R,70.05812432767806,-142.98792919647428,8,-7.0,284.0,-1.18,10.31,0.05,105.23,45.33,2180.0,5.97,True,4.8,6.79,1.14,2019-12-08 00:00:00,2025-11-26 00:00:00,8,8
1150,gt1,L,L,70.46244219367526,-149.05744011604244,9,75.0,202.0,14.4,-1.93,0.0,71.71,34.89,1907.0,5.22,True,4.8,6.79,1.3,2019-12-11 00:00:00,2025-03-01 00:00:00,9,9
1150,gt1,R,R,70.46255313359853,-149.05453637203053,7,-23.0,191.0,-4.28,-6.75,0.05,70.75,33.02,1998.0,5.47,True,4.8,6.79,1.24,2019-12-11 00:00:00,2025-05-31 00:00:00,7,7
1158,gt1,L,L,70.47486303770808,-149.13844761240904,9,15.0,150.0,2.28,-4.14,0.04,44.93,18.43,2361.0,6.46,True,4.8,6.79,1.05,2019-06-13 00:00:00,2025-11-29 00:00:00,9,9
1158,gt1,R,R,70.47492917904201,-149.14021339399906,7,-5.0,178.0,-1.08,-10.72,0.06,69.64,48.17,1544.0,4.23,True,4.8,6.79,1.61,2019-12-11 00:00:00,2024-03-03 00:00:00,7,7
1158,gt2,L,L,70.48693930915968,-149.22089863943157,8,97.0,301.0,14.51,2.29,0.0,89.61,38.95,2452.0,6.71,True,4.8,6.79,1.01,2019-03-14 00:00:00,2025-11-29 00:00:00,8,8
1158,gt2,R,R,70.48706467101643,-149.22322867682766,8,111.0,297.0,22.36,7.25,0.02,86.24,47.75,1816.0,4.97,True,4.8,6.79,1.37,2019-03-14 00:00:00,2024-03-03 00:00:00,8,8
1158,gt3,L,L,70.49135232113058,-149.30699227258827,7,-28.0,167.0,-8.18,-13.19,0.1,56.33,44.3,1272.0,3.48,True,4.8,6.79,1.95,2019-12-11 00:00:00,2023-06-05 00:00:00,7,7
1158,gt3,R,R,70.49144979207709,-149.3091806532328,7,-21.0,310.0,-4.85,12.16,0.03,119.99,80.86,1544.0,4.23,True,4.8,6.79,1.61,2019-12-11 00:00:00,2024-03-03 00:00:00,7,7
1165,gt2,L,L,70.07859051686101,-143.11466927734728,7,-12.0,54.0,-2.05,-0.27,0.0,21.31,10.34,2179.0,5.97,True,4.8,6.79,1.14,2019-12-12 00:00:00,2025-11-29 00:00:00,7,7
1165,gt2,R,R,70.07860480639586,-143.11474599986627,6,31.0,135.0,6.01,-7.25,0.11,48.45,28.37,1907.0,5.22,True,4.8,6.79,1.3,2019-12-12 00:00:00,2025-03-02 00:00:00,6,6
1173,gt2,L,L,70.13350059977039,-143.6479013033075,7,-2.0,6.0,-0.38,-0.48,0.24,2.08,0.99,2089.0,5.72,True,4.8,6.79,1.19,2019-12-12 00:00:00,2025-08-31 00:00:00,7,7
1173,gt2,R,R,70.1336184850244,-143.65027508712512,7,2.0,13.0,0.28,0.28,0.02,4.62,2.3,2089.0,5.72,True,4.8,6.79,1.19,2019-12-12 00:00:00,2025-08-31 00:00:00,7,7
1173,gt3,L,L,70.0916212052191,-143.7492171805537,5,46.0,107.0,10.85,13.08,0.29,40.78,37.17,1544.0,4.23,True,4.8,6.79,1.61,2019-12-12 00:00:00,2024-03-04 00:00:00,5,5
1173,gt3,R,R,70.09171680106662,-143.7517017180134,7,-32.0,74.0,-5.68,-0.48,0.0,27.28,13.08,2089.0,5.72,True,4.8,6.79,1.19,2019-12-12 00:00:00,2025-08-31 00:00:00,7,7
1181,gt1,L,L,70.27646204511862,-161.1845867766061,7,47.0,135.0,9.47,16.68,0.34,43.37,26.47,1816.0,4.97,True,4.8,6.79,1.37,2019-12-13 00:00:00,2024-12-02 00:00:00,7,7
1181,gt1,R,R,70.27654518449977,-161.18330758602093,3,47.0,74.0,15.76,11.55,0.22,46.89,277.06,1090.0,2.98,True,4.8,6.79,2.27,2021-03-11 00:00:00,2024-03-05 00:00:00,3,3
1181,gt2,L,L,70.2916219330371,-161.10365469358513,7,-108.0,174.0,-21.7,-6.53,0.03,74.65,45.56,1816.0,4.97,True,4.8,6.79,1.37,2019-12-13 00:00:00,2024-12-02 00:00:00,7,7
1181,gt2,R,R,70.29166559278836,-161.10125982673998,4,167.0,168.0,56.11,48.87,0.56,66.15,132.05,1090.0,2.98,True,4.8,6.79,2.27,2021-03-11 00:00:00,2024-03-05 00:00:00,4,4
1181,gt3,L,L,70.32292465990844,-161.02879906925028,5,-144.0,265.0,-28.95,-2.94,0.0,125.43,96.83,1816.0,4.97,True,4.8,6.79,1.37,2019-12-13 00:00:00,2024-12-02 00:00:00,5,5
1181,gt3,R,R,70.32302628958521,-161.02630706045528,4,-37.0,280.0,-8.87,9.55,0.02,154.92,215.44,1544.0,4.23,True,4.8,6.79,1.61,2019-12-13 00:00:00,2024-03-05 00:00:00,4,4
1189,gt2,L,L,70.24066575431443,-161.5131571451784,6,216.0,305.0,39.52,32.26,0.34,92.41,62.41,1998.0,5.47,True,4.8,6.79,1.24,2019-06-15 00:00:00,2024-12-03 00:00:00,6,6
1189,gt2,R,R,70.24076166812577,-161.51552182233164,8,16.0,92.0,2.96,0.05,0.0,32.23,15.78,1998.0,5.47,True,4.8,6.79,1.24,2019-06-15 00:00:00,2024-12-03 00:00:00,8,8
1189,gt3,L,L,70.24415756509866,-161.59832336366108,6,13.0,18.0,2.34,1.65,0.17,7.84,5.12,1998.0,5.47,True,4.8,6.79,1.24,2019-06-15 00:00:00,2024-12-03 00:00:00,6,6
1189,gt3,R,R,70.24423643584758,-161.6006778331788,8,21.0,21.0,3.83,2.22,0.37,5.91,2.89,1998.0,5.47,True,4.8,6.79,1.24,2019-06-15 00:00:00,2024-12-03 00:00:00,8,8
1219,gt1,L,L,70.49344463802838,-149.91244322166906,11,-46.0,81.0,-9.81,-9.9,0.46,19.68,8.13,1726.0,4.73,True,4.8,6.79,1.44,2020-03-15 00:00:00,2024-12-05 00:00:00,11,11
1219,gt1,R,R,70.49354418834812,-149.9147483677321,12,-53.0,60.0,-10.57,-6.69,0.55,11.53,4.27,1817.0,4.97,True,4.8,6.79,1.36,2019-12-15 00:00:00,2024-12-05 00:00:00,12,12
1219,gt2,L,L,70.45969023429167,-150.0127136941471,12,-41.0,44.0,-6.8,-3.79,0.26,13.0,4.56,2180.0,5.97,True,4.8,6.79,1.14,2019-12-15 00:00:00,2025-12-03 00:00:00,12,12
1219,gt2,R,R,70.45980571885603,-150.01510919864955,12,25.0,56.0,4.71,-0.08,0.0,18.96,6.71,1908.0,5.22,True,4.8,6.79,1.3,2019-09-15 00:00:00,2024-12-05 00:00:00,12,12
1226,gt2,L,L,70.0738204383738,-143.88708518171998,10,-25.0,87.0,-4.76,-3.1,0.04,28.34,13.2,1907.0,5.22,True,4.8,6.79,1.3,2019-12-16 00:00:00,2025-03-06 00:00:00,10,10
