track_id,ClusterSize,bias_tolerance,gt_family,cluster_id,NSM,SCE,EPR,LRR,LR2,LSE,LCI,TemporalSpan_days,ValidRegression,angle_deg,center_lat,center_lon
0129,24,0.25,gt2,46,-107.21,-107.21,-18.74,-17.71,0.96,8.67,4.82,2089.0,True,84.05,70.88443274740634,-153.80219722664674
0129,24,0.25,gt2,59,-102.99,-102.99,-18.01,-16.64,0.96,8.76,4.87,2089.0,True,83.99,70.88454631472312,-153.79950251243625
0129,24,0.25,gt2,47,-66.61,-66.61,-16.74,-16.08,0.89,10.45,10.62,1453.0,True,83.85,70.88445526796043,-153.80166222214663
0129,24,0.25,gt2,42,,,,,,,,,False,83.89,70.88425303081878,-153.8021702371341
0129,24,0.25,gt2,55,-71.99,-71.99,-18.1,-17.55,0.9,12.49,17.88,1453.0,True,83.9,70.88455737301817,-153.79923981765634
0129,24,0.25,gt2,65,-45.67,-45.67,-15.3,,,,,1090.0,False,82.06,70.88453106961032,-153.79771651657586
0129,24,0.25,gt2,41,-40.11,-40.11,-13.44,,,,,1090.0,False,83.88,70.88451015645938,-153.8003587880914
0129,24,0.25,gt2,44,,,,,,,,,False,83.88,70.88431965002229,-153.80488239811987
0129,24,0.25,gt2,53,1.83,-1.83,,,,,,90.0,False,84.02,70.88458354907777,-153.7986181267961
0129,24,0.25,gt3,92,-28.83,-88.67,-10.54,-12.14,0.13,59.49,390.42,999.0,True,83.41,70.88665098018028,-153.710322037533
0129,24,0.25,gt3,90,-89.1,-89.1,-23.88,-23.27,0.88,17.47,26.43,1363.0,True,83.42,70.88663722688713,-153.7106526234559
0129,24,0.25,gt3,85,-73.87,-75.03,-17.48,-16.56,0.96,9.24,10.8,1544.0,True,83.62,70.88667114567546,-153.70983732877662
0129,24,0.25,gt3,71,-91.13,-91.13,-24.42,-23.48,0.86,18.9,28.6,1363.0,True,87.29,70.88653502002424,-153.71310631506876
0129,24,0.25,gt3,77,-42.5,-42.5,-14.24,-14.63,0.93,8.56,51.3,1090.0,True,87.44,70.8865567679042,-153.7127442905612
0129,24,0.25,gt3,82,,,,,,,,,False,87.24,70.88649891615074,-153.7139731341518
0129,24,0.25,gt3,81,-67.14,-67.14,-15.88,,,,,1544.0,False,87.48,70.88657862852548,-153.71205811686
0129,24,0.25,gt3,80,-34.66,-34.66,-27.88,,,,,454.0,False,88.92,70.88641098612565,-153.7160856296468
0129,24,0.5,gt1,25,-82.98,-90.66,-16.68,-15.52,0.91,9.02,4.81,1817.0,True,78.93,70.88036548312473,-153.8875625508534
